x,y
execve uname brk brk set_thread_area set_tid_address rt_sigaction rt_sigaction rt_sigprocmask getrlimit sysctl brk brk open fstat mmap2 mmap2 mmap2 close open fstat mmap2 read read close munmap open open open open open open brk brk futex clone exit_group setsid open fstat dup2 dup2 dup2 close uname open fstat mmap2 read close munmap open fstat mmap2 read close munmap open fstat mmap2 read read close munmap gettimeofday readlink open uname gettimeofday open fstat mmap2 read read close munmap uname socket fcntl fcntl connect close socket fcntl fcntl connect close open fstat mmap2 read read close munmap open fstat mmap2 close open stat open stat munmap open fstat mmap2 close open open munmap mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone socket setsockopt setsockopt futex fcntl fcntl connect fcntl fcntl setsockopt setsockopt setsockopt mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone,1
execve uname brk brk open read close getpid getppid time open fstat fstat mmap2 read close munmap open fstat mmap2 fstat llseek write close munmap getpid getppid time open fstat mmap2 fstat llseek write close munmap socket ioctl ioctl ioctl ioctl close fstat mmap2 socket socket bind getpid getppid time open fstat mmap2 fstat llseek write close munmap getpid getppid time open fstat mmap2 fstat llseek write close munmap fork write munmap exit_group nanosleep fork write munmap exit_group close close close fork,0
execve uname brk brk set_thread_area set_tid_address rt_sigaction rt_sigaction rt_sigprocmask getrlimit sysctl brk brk brk futex brk clone exit_group setsid open fstat dup2 dup2 dup2 close socket setsockopt setsockopt bind listen close readlink open write close clone waitpid access open close open flock write rt_sigaction rt_sigaction rt_sigprocmask clone waitpid rt_sigaction rt_sigaction rt_sigprocmask exit_group rt_sigaction rt_sigaction rt_sigprocmask execve brk access openat fstat mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 mmap2 close arch_prctl mprotect mprotect mprotect munmap getuid getgid getpid rt_sigaction geteuid brk brk getppid stat stat geteuid getegid rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction clone wait4 rt_sigreturn exit_group execve mmap2 readlink mmap2 mprotect mmap2 mprotect mmap2 brk munmap uname brk brk set_thread_area set_tid_address rt_sigaction rt_sigaction rt_sigprocmask getrlimit sysctl brk brk clone exit_group setsid open fstat dup2 dup2 dup2 close access open close open ftruncate lseek write close uname brk futex brk open fstat mmap2 read close munmap open fstat mmap2 read read read read read close munmap open fstat mmap2 read close munmap open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap open fstat mmap2 read read close munmap rt_sigaction rt_sigaction rt_sigprocmask clone rt_sigaction rt_sigaction rt_sigprocmask execve brk access openat fstat mmap2 close openat,0
execve uname brk brk set_thread_area set_tid_address rt_sigaction rt_sigaction rt_sigprocmask getrlimit sysctl brk brk open fstat mmap2 mmap2 mmap2 close open fstat mmap2 read read close munmap open open open open open open brk brk futex clone exit_group setsid open fstat dup2 dup2 dup2 close uname open fstat mmap2 read close munmap open fstat mmap2 read close munmap open fstat mmap2 read read close munmap gettimeofday readlink open uname gettimeofday open fstat mmap2 read read close munmap uname socket fcntl fcntl connect close socket fcntl fcntl connect close open fstat mmap2 read read close munmap open fstat mmap2 close open stat open stat munmap open fstat mmap2 close open open munmap mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone socket setsockopt setsockopt socket setsockopt time recv mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone,1
execve uname brk brk getpid getppid time open fstat fstat mmap2 read close munmap open fstat mmap2 fstat llseek write close munmap getpid getppid time open fstat mmap2 fstat llseek write close munmap socket ioctl ioctl ioctl ioctl close fstat mmap2 socket socket bind getpid getppid time open fstat mmap2 fstat llseek write close munmap getpid getppid time open fstat mmap2 fstat llseek write close munmap fork write munmap exit_group nanosleep fork write munmap exit_group close close close fork fork rt_sigaction getpid getppid time open fstat mmap2 fstat llseek write close munmap time gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday,0
execve uname brk brk open read close getpid getppid time open fstat fstat mmap2 read close munmap open fstat mmap2 fstat llseek write close munmap getpid getppid time open fstat mmap2 fstat llseek write close munmap socket ioctl ioctl ioctl ioctl close fstat mmap2 socket socket bind getpid getppid time open fstat mmap2 fstat llseek write close munmap getpid getppid time open fstat mmap2 fstat llseek write close munmap fork write munmap exit_group,0
execve open read close getpid getpid open read lseek fstat brk brk read close signal getpid pipe fork read read shmget shmctl shmctl getuid getpid shmdt fork getcwd open readdir stat open close readdir stat open close readdir stat open read close readdir stat open close readdir stat open close readdir stat open close readdir stat open read close readdir stat open read close readdir close getuid getcwd chdir open readdir stat open close readdir stat open close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open close readdir stat open close readdir stat open read close readdir stat open close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir close chdir fcntl fcntl fcntl geteuid getuid getegid getgid brk brk brk fork getuid setpgid rt_sigaction fstat mmap2 write fork sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sigreturn open fstat mmap2 read read read read read read read read read close close munmap rt_sigaction mmap2 munmap write unlink kill kill close ptrace write ptrace kill exit shmget shmctl shmctl getuid getpid socket bind getuid brk brk open brk sysinfo mmap2 open fstat mmap2 read read read read read read read read read close close munmap write getppid kill pause,0
execve uname brk brk getpid getppid time open fstat fstat mmap2 read close munmap open fstat mmap2 fstat llseek write close munmap getpid getppid time open fstat mmap2 fstat llseek write close munmap socket ioctl ioctl ioctl ioctl close fstat mmap2 socket socket bind getpid getppid time open fstat mmap2 fstat llseek write close munmap getpid getppid time open fstat mmap2 fstat llseek write close munmap fork write munmap exit_group nanosleep fork write munmap exit_group close close close fork fork rt_sigaction getpid getppid time open fstat mmap2 fstat llseek write close munmap time gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl,0
execve open read close getpid getpid open read lseek fstat brk brk read close signal getpid pipe fork read read shmget shmctl shmctl getuid getpid shmdt fork getcwd open readdir stat open close readdir stat open close readdir stat open read close readdir stat open close readdir stat open close readdir stat open close readdir stat open read close readdir stat open read close readdir close getuid getcwd chdir open readdir stat open close readdir stat open close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open close readdir stat open close readdir stat open read close readdir stat open close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir close chdir personality geteuid getuid getgid getegid brk brk brk open fstat mmap2 write exit close ptrace write ptrace kill exit shmget shmctl shmctl getuid getpid socket bind getuid brk brk open brk,0
execve fcntl fcntl fcntl geteuid getuid getegid getgid brk brk getuid setpgid rt_sigaction fstat mmap2 write fork sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sigreturn open fstat mmap2 read read read read read read read read read close close munmap rt_sigaction mmap2 munmap write unlink kill kill open fstat mmap2 read read read read read read read read read close close munmap write getppid kill pause,0
execve uname brk brk open,0
execve fork fcntl fcntl fcntl geteuid getuid getegid getgid brk brk getuid brk munmap write exit_group ptrace brk brk open readdir brk brk open brk readdir brk brk open brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open brk readdir brk brk open brk readdir brk brk open brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk brk chdir brk brk open readdir brk brk open brk readdir brk brk open brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk,0
execve uname brk brk getrlimit setrlimit getpid rt_sigaction rt_sigaction rt_sigaction rt_sigprocmask rt_sigprocmask sysctl open fstat mmap2 mmap2 mmap2 close open fstat mmap2 read read close munmap open open open open open open uname open fstat mmap2 read close munmap open fstat mmap2 read close munmap open fstat mmap2 read read close munmap gettimeofday getpid readlink open uname getpid open fstat mmap2 read read close munmap uname socket fcntl fcntl connect close socket fcntl fcntl connect close open fstat mmap2 read read close munmap open fstat mmap2 close open stat open stat munmap open fstat mmap2 close open open munmap pipe clone write rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn socket setsockopt setsockopt fcntl fcntl connect fcntl fcntl setsockopt setsockopt setsockopt send nanosleep setsockopt rt_sigprocmask read poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid read mmap2 mprotect clone kill poll getppid poll getppid poll getppid poll getppid poll getppid poll getppid poll getppid poll getppid poll getppid poll getppid poll getppid poll getppid poll getppid poll getppid getpid rt_sigprocmask sched_setscheduler rt_sigprocmask getpid rt_sigprocmask sched_setscheduler nanosleep nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap nanosleep open fstat mmap2 read read close munmap gettimeofday open fstat mmap2 read close munmap getpid rt_sigprocmask sched_setscheduler rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask getpid rt_sigprocmask sched_setscheduler rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask getpid rt_sigprocmask sched_setscheduler rt_sigprocmask getpid rt_sigprocmask sched_setscheduler rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask getpid rt_sigprocmask sched_setscheduler rt_sigprocmask getpid rt_sigprocmask sched_setscheduler rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask getpid rt_sigprocmask sched_setscheduler rt_sigprocmask getpid rt_sigprocmask sched_setscheduler rt_sigprocmask getpid rt_sigprocmask sched_setscheduler rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask getpid rt_sigprocmask sched_setscheduler rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask getpid rt_sigprocmask sched_setscheduler rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask getpid rt_sigprocmask sched_setscheduler rt_sigprocmask write rt_sigprocmask rt_sigsuspend sigreturn rt_sigprocmask getpid rt_sigprocmask sched_setscheduler rt_sigprocmask getpid rt_sigprocmask sched_setscheduler rt_sigprocmask getpid rt_sigprocmask sched_setscheduler rt_sigprocmask getpid rt_sigprocmask sched_setscheduler rt_sigprocmask,0
execve getpid open lseek read gettimeofday unlink open ftruncate mmap2 read read read unlink exit,1
execve fcntl fcntl fcntl geteuid getuid getegid getgid brk brk open fstat mmap2 write munmap exit_group,0
